dt,switch,src,dst,pktCount,byteCount,duration,duration_nsec,total_duration,flows,pktrate,pairflow,protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label,packetins,byteperflow,packetperflow
47182,6,10.0.0.142,10.0.0.187,418,5871,315,2308,909,5,39.65522949417371,1,TCP,11679,27007,5943,44.95713212738809,12.387393703075158,24.69828458901817,0,6,871,4
47183,2,10.0.0.48,10.0.0.126,178,18809,477,1578,949,5,85.6569400878201,2,ICMP,30238,40004,39416,8.57437026975655,7.347875255001381,28.904481835960432,0,1,716,3
47184,8,10.0.0.192,10.0.0.35,371,2456,382,3934,715,2,75.02813910517638,4,TCP,44126,22805,21445,15.250787072548233,48.03874056065292,89.92426750552336,1,2,395,5
47185,4,10.0.0.195,10.0.0.206,317,13674,58,2047,614,6,36.95854411479967,4,TCP,62884,8803,17533,5.386128255400412,23.122802758396293,65.89039974241066,0,3,243,7
47186,9,10.0.0.234,10.0.0.64,250,13638,442,3405,582,2,54.97850778431791,4,UDP,10893,18392,39118,35.16403076038181,43.52747510018268,86.9562362024328,1,1,961,4
47187,2,10.0.0.117,10.0.0.93,126,13850,494,3210,991,2,2.9457574947787366,5,TCP,55821,8035,16165,23.86383508149974,46.35463458534939,91.8526511606452,0,9,929,1
47188,2,10.0.0.98,10.0.0.13,17,43555,381,1879,333,8,22.168537266604737,1,ICMP,2999,8005,49144,7.988440843706468,29.5645645667746,27.968923840707514,0,7,977,10
47189,10,10.0.0.71,10.0.0.103,336,36269,255,4835,905,8,73.34407802320402,5,UDP,34200,18491,29965,35.11192505259608,13.275988406965146,7.641024476524232,1,8,657,18
47190,8,10.0.0.180,10.0.0.136,52,47478,304,3015,480,10,6.820038945867585,5,TCP,46703,4283,13811,32.52559645345366,15.64584702178929,37.355204556933856,1,7,61,18
47191,6,10.0.0.91,10.0.0.62,115,48229,309,343,660,1,54.08029306929043,1,ICMP,48834,24364,3890,11.462160135333459,20.210699921178456,61.12396610038975,0,5,713,2
47192,4,10.0.0.198,10.0.0.97,166,38322,299,1710,904,6,30.819354890774907,2,TCP,6427,3750,26796,1.0683697256567446,28.76993258211402,89.81860451088728,1,0,249,18
47193,5,10.0.0.149,10.0.0.53,322,25768,463,433,106,2,31.326476047538346,2,ICMP,50818,2684,31930,29.037901482559874,5.122172779329409,72.53635840668845,1,4,439,15
47194,6,10.0.0.2,10.0.0.153,293,13455,370,2939,695,6,58.4807724718592,3,TCP,38771,32912,19342,9.255928831969914,42.87698759092591,38.96509900478322,0,5,945,15
47195,1,10.0.0.172,10.0.0.221,25,40302,170,4202,199,4,46.59807376076826,4,UDP,30291,18287,11388,22.204239665626904,14.660263443156524,20.88404286511854,1,3,639,6
47196,2,10.0.0.244,10.0.0.106,345,49929,276,1432,425,9,95.62067171743625,2,UDP,23028,10017,3323,11.005952679707352,46.074632735511905,80.60026174328468,0,10,812,16
47197,2,10.0.0.51,10.0.0.124,112,38750,475,1040,120,1,41.50546840746176,1,UDP,33892,34942,27825,21.099285551854198,25.379866066424466,47.96870025653217,0,2,606,1
47198,3,10.0.0.6,10.0.0.57,142,34201,94,3214,959,2,84.02577649023148,1,UDP,59780,4555,3652,8.007359300427035,5.35938012493937,46.206638687133214,0,10,944,6
47199,1,10.0.0.116,10.0.0.7,51,17226,279,752,896,7,22.74861315153148,3,UDP,13218,14418,24389,24.049387633867465,38.449103091283206,3.252089441441506,1,9,786,18
47200,4,10.0.0.41,10.0.0.104,58,6103,76,3623,234,3,79.69990019785988,5,UDP,29273,15915,9654,26.049711960644764,34.30012290210415,38.73277055815806,1,4,974,19
47201,2,10.0.0.46,10.0.0.137,415,42146,212,3675,940,4,98.36188086901963,5,TCP,36214,47300,13113,5.678139735560833,41.68354627536225,3.2637421812879994,0,6,571,3
47202,8,10.0.0.171,10.0.0.151,117,6443,209,1276,341,3,78.76066454538713,3,UDP,18749,36969,32653,9.54709206294815,44.60231274318686,32.23661443097643,1,7,865,10
47203,6,10.0.0.69,10.0.0.4,186,18704,193,2252,905,8,22.80765521322101,2,UDP,12515,27032,15574,40.913265949478124,40.644762343050104,9.741695393345836,0,4,964,17
47204,5,10.0.0.66,10.0.0.67,139,34071,271,3643,966,10,69.03162719429773,4,TCP,20343,8422,23354,14.529979503119025,46.95731089213521,31.067827810584447,1,0,784,10
47205,9,10.0.0.81,10.0.0.97,260,29258,393,4783,873,3,69.80670877017333,1,UDP,61030,32815,49480,32.2126342294892,33.07930277503018,40.45982706106965,1,6,747,12
47206,6,10.0.0.41,10.0.0.177,465,43302,449,2263,381,9,24.55776678546888,3,TCP,57397,31525,37776,47.342785682198,35.727450442303834,8.193834799718697,1,7,501,13
47207,5,10.0.0.236,10.0.0.124,272,47681,410,3367,707,3,69.82825544967822,4,TCP,7836,1605,27253,10.040194767899294,41.71300492349572,37.92194180735554,0,5,985,18
47208,5,10.0.0.201,10.0.0.31,137,20675,59,1757,892,8,43.175399916656175,2,TCP,1856,35991,42732,26.08929553890383,45.06394379683513,15.134519782371623,0,6,331,3
47209,3,10.0.0.182,10.0.0.72,68,31297,422,649,278,5,23.440777150617357,3,TCP,1934,10041,17377,30.392603166369092,47.12734488735934,38.54244085034491,1,3,93,4
47210,7,10.0.0.109,10.0.0.197,442,16166,265,1722,620,9,71.99543612637551,2,ICMP,58071,14868,10229,37.5517001849533,41.02210068513953,71.40413824141508,1,1,610,13
47211,2,10.0.0.48,10.0.0.199,458,8595,318,2516,875,4,51.56386163257004,1,TCP,54096,25202,15334,27.215048678377222,28.759840594926022,22.7861334035363,0,10,429,13
47212,5,10.0.0.175,10.0.0.187,359,46352,236,813,833,9,10.8553484215008,5,UDP,44435,41162,31871,33.7683294512022,22.356341238149554,74.4424378181401,0,6,701,13
47213,3,10.0.0.12,10.0.0.218,156,29154,312,3121,805,1,96.1778733671339,3,TCP,28658,43240,43186,11.735355586090732,16.633887175360087,30.44390878274378,0,2,282,6
47214,8,10.0.0.36,10.0.0.148,385,36562,348,3497,203,8,41.71247535358515,2,TCP,17672,1440,9174,36.13524575607341,23.73221752154698,14.237567811935582,0,2,396,1
47215,9,10.0.0.190,10.0.0.79,126,34861,465,4360,752,1,31.15355128329112,2,ICMP,46276,42777,15301,17.987478174647023,6.054419103016328,95.09729576689848,1,4,169,4
47216,3,10.0.0.17,10.0.0.163,459,10337,218,4280,960,9,41.258818700949355,5,UDP,9254,44810,19976,27.220233856821146,46.22143039173107,52.36493796726382,0,5,584,10
47217,3,10.0.0.253,10.0.0.196,170,24651,427,1035,758,7,50.74310133807417,5,ICMP,43795,18506,25446,32.7890865424847,16.456344223362816,28.48634296510844,1,10,468,8
47218,8,10.0.0.195,10.0.0.227,403,32235,264,4561,802,6,89.18640803239657,3,ICMP,49785,47342,24421,26.91025856923657,28.819981731648678,39.61398747798313,1,4,403,18
47219,7,10.0.0.47,10.0.0.240,44,25090,464,2435,704,6,58.04203574083067,1,UDP,40445,9178,34982,39.549391892499784,4.747948769868459,16.462058983231763,1,0,980,1
47220,10,10.0.0.110,10.0.0.4,59,10423,470,699,704,2,80.43395407235344,2,TCP,46212,17116,4355,18.876754719117987,8.030728364232276,93.87794834127232,1,8,742,17
47221,3,10.0.0.195,10.0.0.103,275,37013,116,3460,810,9,5.998308386356242,1,ICMP,37780,32964,27764,43.4634795580905,28.21678519729526,89.50272714340738,0,2,831,9
47222,5,10.0.0.187,10.0.0.154,158,42920,443,4792,969,2,88.55215429665056,1,ICMP,59942,32173,30421,29.04958363865824,46.591730659310855,45.12734448090738,1,9,469,6
47223,6,10.0.0.226,10.0.0.229,311,35823,315,339,152,7,51.62054920530034,1,TCP,20806,19456,44259,45.17326272421404,41.7213593572967,64.25839199691305,1,1,833,4
47224,6,10.0.0.182,10.0.0.11,164,24484,379,2534,337,9,59.73747001433101,1,TCP,17091,13509,1126,8.789729266240517,25.004506098714725,8.07246161863413,0,3,548,9
47225,10,10.0.0.85,10.0.0.225,350,19601,495,650,114,6,83.74079627431342,5,TCP,44227,35196,46957,31.47294623805543,3.397210903298568,73.68350009152837,0,7,811,6
47226,2,10.0.0.122,10.0.0.139,415,21471,59,4559,662,2,74.60375677775811,4,ICMP,29875,29083,17327,10.561391211395463,33.00340469067566,76.38843227360003,1,5,904,7
47227,6,10.0.0.10,10.0.0.16,134,4988,460,4189,638,2,15.548714163604075,1,TCP,35251,35978,27435,2.956954345577304,41.67867521849243,21.779397904321506,0,10,242,16
47228,10,10.0.0.153,10.0.0.55,68,39354,316,2255,757,6,21.489806136160297,1,UDP,12019,25361,43053,45.36445939693102,8.60299925778444,58.589173185686526,1,6,463,16
47229,8,10.0.0.117,10.0.0.62,288,2833,405,3546,146,1,99.50221200021579,4,ICMP,37651,1851,24286,38.45447644587463,16.997307062201138,92.87538586044126,1,2,135,12
47230,3,10.0.0.69,10.0.0.166,319,12788,425,1913,204,5,11.471578567057232,1,ICMP,60036,35549,27420,23.926738004800626,36.145983708395065,95.46727621493882,0,7,980,17
47231,5,10.0.0.175,10.0.0.7,446,3227,251,4702,674,7,79.76061767812256,4,TCP,3382,20104,1107,48.099866672516654,3.0574001962581794,66.17465669590631,1,4,457,19
47232,1,10.0.0.15,10.0.0.155,114,46574,424,941,239,5,89.86866978733097,3,UDP,29736,28749,2739,8.500127105796844,48.74632744517867,19.738383934324865,0,9,812,6
47233,2,10.0.0.103,10.0.0.72,401,15315,161,3749,699,6,8.188422264717568,1,ICMP,25122,45759,22718,10.150460085558741,1.1092135469538245,92.04607585726268,1,7,278,14
47234,10,10.0.0.146,10.0.0.212,202,25418,425,1240,409,9,97.53512317628643,5,ICMP,27222,8450,28203,10.933868104410555,10.715180412097444,20.86285671187839,0,3,282,2
47235,4,10.0.0.114,10.0.0.170,113,10654,57,4342,703,2,26.910297726186663,1,TCP,18687,28727,14623,43.66458257219535,44.10574330063466,7.003414578068857,1,6,393,11
47236,9,10.0.0.12,10.0.0.228,53,9291,392,4020,914,10,55.13475394074208,3,UDP,9667,43699,40729,44.597789508017854,37.37328594314236,44.56494282464576,0,10,422,11
47237,1,10.0.0.66,10.0.0.90,410,25622,381,1549,979,2,36.52615773173418,5,TCP,26671,42719,48070,41.00359621233573,2.2563953270683985,71.4995122698717,1,7,749,12
47238,8,10.0.0.99,10.0.0.40,385,32500,432,1341,259,4,64.04277372307104,3,UDP,5510,29998,31004,41.769397836090015,47.29709561744376,26.547588074846157,1,3,756,1
47239,2,10.0.0.170,10.0.0.13,191,14498,52,964,103,7,49.58334089543669,3,UDP,37613,32544,9130,40.99235463959784,17.785785890641513,29.537058207905773,0,9,604,9
47240,9,10.0.0.198,10.0.0.52,246,35927,231,4791,284,4,29.86715824784687,2,ICMP,61178,10445,47471,17.385153778812494,5.495411972606225,51.09050284149713,1,5,840,19
47241,2,10.0.0.75,10.0.0.84,361,12716,116,618,680,7,9.018931833870125,5,UDP,63744,17504,15421,8.698106390236951,39.70688515542071,33.200328832916554,1,4,780,18
47242,1,10.0.0.131,10.0.0.67,99,38979,390,1412,407,7,2.2282537089419767,4,ICMP,3349,31231,20551,39.06919017497085,30.995658699489947,83.7009956078208,0,9,455,5
47243,1,10.0.0.137,10.0.0.161,159,10299,78,2456,966,2,78.95947305202212,2,ICMP,41893,41603,32487,17.238458790289098,25.197084678035207,11.50183750790933,0,6,752,13
47244,10,10.0.0.106,10.0.0.44,487,25445,395,4226,885,6,77.3076039852836,2,UDP,41321,38417,47064,47.3905365701029,17.5101401691499,6.250770931377194,0,7,326,17
47245,10,10.0.0.171,10.0.0.41,27,49241,365,1346,238,8,99.9185289244187,1,TCP,54281,33029,41839,29.930698957187698,14.129720261264048,66.57006155086032,1,6,566,8
47246,2,10.0.0.200,10.0.0.195,500,29969,182,2826,868,1,61.20905708477339,1,ICMP,62242,23543,23555,24.238584684691237,10.314591786034383,4.175465559700429,1,2,400,3
47247,4,10.0.0.161,10.0.0.21,341,44953,88,3892,935,5,67.24477381006855,2,TCP,55538,3200,15782,13.52935656875534,40.41510343720732,67.38495752078333,1,4,414,5
47248,9,10.0.0.48,10.0.0.73,154,24336,167,4435,636,3,4.521447135927706,1,ICMP,36474,12077,9933,6.782714997934652,21.704872465471876,90.2595166922285,1,2,625,11
47249,3,10.0.0.120,10.0.0.117,38,11073,247,2761,764,10,6.724488163216706,2,ICMP,51716,49331,38179,48.899493378566696,32.184681707398525,35.14886786867486,1,1,178,9
47250,9,10.0.0.17,10.0.0.239,443,15950,182,4084,904,9,60.29977894436002,5,UDP,10677,10634,7076,33.432636120153965,26.3200434534342,25.0676600983595,0,1,893,3
47251,1,10.0.0.55,10.0.0.81,150,12549,260,3369,180,3,58.62642457366495,2,ICMP,51662,41941,18591,8.350276992594276,36.21079353198401,10.547663724218129,1,3,454,17
47252,1,10.0.0.52,10.0.0.88,395,45172,171,1530,447,10,51.80123843232181,5,ICMP,17185,11918,23176,28.442272864916273,4.6499427567736475,21.47252628412218,0,8,663,10
47253,9,10.0.0.102,10.0.0.137,194,43548,278,2376,266,5,70.75377629300635,3,UDP,41141,20716,32115,30.50428843815895,2.3862821736312667,81.61037358011775,0,1,563,12
47254,10,10.0.0.81,10.0.0.159,420,34266,276,1573,370,2,80.48443287336048,1,TCP,56846,20230,37296,42.78671539468156,42.81620159845956,25.71777628156002,0,4,710,13
47255,2,10.0.0.240,10.0.0.158,250,9614,151,1366,829,4,20.347525286590674,2,TCP,59376,32444,38793,30.61612077929572,13.435892140663876,49.630551060302814,1,6,560,17
47256,1,10.0.0.35,10.0.0.118,152,40832,309,697,987,9,19.188560812043487,5,ICMP,38773,17181,16929,7.056568824186483,38.542119142703655,97.68607044372874,0,6,333,20
47257,3,10.0.0.219,10.0.0.124,153,45063,117,2729,826,5,87.12136441483257,1,UDP,56028,1365,31925,48.80190190441668,37.82126044213139,91.27773037918546,1,0,547,3
47258,9,10.0.0.159,10.0.0.182,164,41549,350,2631,395,10,30.958081974792453,1,UDP,9762,18126,32649,36.742892680630455,24.547414432004313,78.10043060073271,1,3,226,4
47259,8,10.0.0.82,10.0.0.95,483,49059,420,2063,548,10,33.55342824533933,5,ICMP,38525,46735,45560,30.172609604859932,36.72794546153129,66.41238833822561,1,8,137,1
47260,2,10.0.0.142,10.0.0.140,322,20711,312,2272,243,4,37.3924347095909,2,UDP,51688,9081,38025,41.092034814065585,14.100617803212517,90.4358433630852,0,4,676,18
47261,3,10.0.0.120,10.0.0.53,377,27085,498,4892,378,10,95.42277658056987,5,UDP,56914,36648,32787,15.116591624507173,24.20200827246031,89.69112181761894,0,10,529,14
47262,6,10.0.0.181,10.0.0.232,168,47589,338,987,220,2,17.454708211471942,4,UDP,37571,18056,31669,2.444071974310516,3.550888940340725,30.387870698991833,1,0,135,4
47263,9,10.0.0.65,10.0.0.95,422,43993,127,480,401,6,60.93673444576447,4,ICMP,35656,20664,49546,3.313560430203015,7.804236827408542,87.75595929001574,1,7,323,4
47264,3,10.0.0.221,10.0.0.123,471,30472,361,4987,304,5,1.1478410289302712,4,UDP,62254,12110,5241,24.750568460302162,13.947430151973258,77.18421716786744,1,7,760,6
47265,3,10.0.0.153,10.0.0.200,198,17557,104,1691,423,10,96.14090835979128,1,ICMP,60071,42716,12449,29.667967527691467,34.06720004032708,49.88113173859452,1,5,693,3
47266,9,10.0.0.170,10.0.0.224,36,9849,317,4290,715,10,36.01159655751742,4,UDP,49873,32257,27791,15.420084831046726,29.217214087397906,41.59206194342861,0,6,523,15
47267,6,10.0.0.40,10.0.0.235,113,39344,252,2181,159,7,80.26709943337697,5,UDP,47726,47742,24405,22.23349912819876,49.21838743298224,56.228053466206696,0,9,279,14
47268,2,10.0.0.90,10.0.0.67,255,44065,236,3248,343,6,60.764689042636434,2,TCP,32092,46560,10286,43.25032575052317,24.89582837670511,30.354010727902462,1,5,189,2
47269,10,10.0.0.22,10.0.0.187,274,6400,173,982,267,9,5.709904317018312,1,TCP,32873,42895,19482,44.09883189784894,10.460594241559619,30.024602655244916,1,5,792,10
47270,4,10.0.0.144,10.0.0.199,311,12158,111,1229,262,1,41.45597939498692,1,TCP,24198,32280,1195,4.447984508444042,10.62932907322563,40.56394133983069,1,2,849,13
47271,9,10.0.0.144,10.0.0.107,339,3080,327,2102,908,2,1.8993697763882436,5,TCP,20885,4014,32802,37.024313420122226,44.27892511599831,91.52977007260526,0,6,868,10
47272,10,10.0.0.68,10.0.0.224,331,29746,143,781,163,9,1.5318550975080698,2,ICMP,35030,35672,34694,42.57119742698511,22.898606763740936,74.9887005064953,0,3,930,11
47273,8,10.0.0.108,10.0.0.15,371,10182,278,523,501,4,50.92587371749037,3,TCP,49381,1068,36487,13.64852121014883,17.39759645488526,44.7010933140448,0,2,153,10
47274,7,10.0.0.95,10.0.0.200,350,33472,119,2012,630,3,32.593156452513824,5,UDP,53306,8059,16709,9.668173140189086,49.519579539437025,42.44046306128031,1,10,178,18
47275,4,10.0.0.91,10.0.0.52,39,35848,432,3922,508,4,83.44630780932161,5,UDP,2175,48840,33842,28.195836999671375,6.1030108487643595,64.89568358011095,1,4,837,3
47276,5,10.0.0.180,10.0.0.74,274,28428,208,1379,118,4,37.97835829565013,5,UDP,2158,12267,22106,36.26088116175873,2.675424276219319,26.190349369742705,1,9,819,2
47277,6,10.0.0.150,10.0.0.120,372,22089,174,749,619,1,22.717817064314904,2,ICMP,14792,17310,22967,39.614058198910236,29.086742278508222,61.190064803946214,1,3,52,7
47278,8,10.0.0.158,10.0.0.42,89,14402,252,1244,750,3,21.46114948046934,2,ICMP,55447,25292,15378,47.06540747806826,5.997838902816867,54.868565728677424,1,7,951,11
47279,10,10.0.0.137,10.0.0.201,369,21630,336,1164,628,3,49.00653751735429,1,UDP,35386,27811,12500,27.36130425770623,45.679897566698614,94.34383106194024,0,4,424,7
47280,7,10.0.0.217,10.0.0.21,233,41663,64,242,281,4,14.451658641614392,5,ICMP,62011,3263,31138,36.31678125555476,18.996111998652644,23.938926893509986,0,0,116,19
47281,4,10.0.0.69,10.0.0.131,12,16720,162,1722,467,2,35.942140702576346,3,ICMP,59081,12180,14226,28.771938073677422,5.932885042642646,30.369611443655927,0,2,676,13
47282,2,10.0.0.51,10.0.0.78,399,33711,111,437,528,3,63.44412260490132,1,TCP,64303,40158,20451,3.4436715441302677,17.29297533201306,45.6756754199733,0,1,513,11
47283,6,10.0.0.215,10.0.0.52,223,7477,394,4383,861,2,99.61186682799111,5,TCP,55578,13690,15715,17.583843267687914,47.67463617688365,81.83498812127559,0,6,960,10
47284,8,10.0.0.34,10.0.0.235,452,28095,498,3612,838,10,61.48099386397175,4,ICMP,34113,31640,12698,33.13369756323144,32.44027738632032,96.74091723699445,0,10,940,4
47285,9,10.0.0.76,10.0.0.191,89,27403,216,2561,388,6,56.95191145942931,5,ICMP,6804,7378,31180,12.946795467484828,10.253499936142067,2.740545170468332,1,3,771,14
47286,10,10.0.0.253,10.0.0.120,205,9509,441,3497,530,6,75.2639777041573,1,TCP,16981,2554,1584,48.75317885122896,46.036004541789886,45.92809651428254,1,3,171,17
47287,9,10.0.0.18,10.0.0.134,282,45793,358,4180,386,7,14.421356756494465,3,TCP,23203,21803,41067,39.82263151719928,26.16220785665077,86.53118589711356,0,7,551,10
47288,7,10.0.0.191,10.0.0.14,51,33565,444,3187,494,6,10.093531215693385,3,UDP,17501,34510,13212,45.285674553451386,34.2955216871326,19.811097716966326,0,3,67,1
47289,5,10.0.0.237,10.0.0.134,202,6978,181,424,197,5,10.810907139265883,5,UDP,49759,43086,25658,37.93677726709573,17.161244844021105,10.350968144173438,0,5,449,5
47290,6,10.0.0.136,10.0.0.122,230,24145,352,3098,710,10,68.29174542817937,5,TCP,18505,46303,13353,28.40592711764305,7.953438219302811,34.165817246371034,0,3,460,2
47291,5,10.0.0.60,10.0.0.120,319,47347,236,4219,632,9,85.1418832311767,1,ICMP,35040,45317,25078,25.02098827795819,39.56859359304637,24.694493885265178,1,6,632,18
47292,10,10.0.0.9,10.0.0.143,248,20120,237,115,692,5,22.555855173916193,5,UDP,33212,23191,33461,32.61234128085647,42.940875722383524,46.60902671703861,0,8,977,19
47293,2,10.0.0.72,10.0.0.113,145,48175,148,685,234,3,62.09541385501799,4,TCP,35818,34827,15157,42.10831870058762,49.77816711511865,51.1080051100994,1,5,624,3
47294,2,10.0.0.249,10.0.0.36,17,8530,251,3800,107,7,77.85320058110668,4,UDP,12659,38837,31698,14.952935762586343,27.40598646068959,55.85290478003626,0,1,646,20
47295,5,10.0.0.249,10.0.0.23,226,31580,237,767,239,8,18.575071091536074,5,TCP,6699,9608,38029,28.79927266222032,10.713813058030553,78.2691953172905,1,1,508,10
47296,8,10.0.0.85,10.0.0.211,182,2106,443,1533,125,9,81.34192075245572,1,UDP,22264,44875,45093,11.059391077496059,16.86075939765287,19.283870365114694,0,2,256,5
47297,9,10.0.0.152,10.0.0.80,127,14084,414,269,706,10,20.875192328137917,5,UDP,48858,3699,7606,31.021210844840688,32.194469153731326,59.65188115569193,0,1,255,19
47298,4,10.0.0.137,10.0.0.151,500,27613,310,791,512,9,39.651087285624115,4,ICMP,10327,43923,47427,32.40943942576643,1.5802274856046181,36.96619031417599,0,7,617,12
47299,7,10.0.0.198,10.0.0.40,204,4659,160,1617,417,4,50.318159248286705,1,TCP,42488,27188,19605,25.406546456498585,25.212488623852817,26.890798613204687,1,5,205,10
47300,6,10.0.0.192,10.0.0.183,26,20179,341,1739,665,8,59.392962147650366,2,UDP,41591,44110,28108,38.165349211971716,3.0097822380546777,41.20310817897966,1,0,491,8
47301,3,10.0.0.230,10.0.0.53,303,10040,499,1791,800,9,24.123692378041685,5,TCP,35042,44724,10138,43.245832452881984,24.90047599497063,21.247549806578057,1,7,446,7
47302,3,10.0.0.18,10.0.0.80,24,17266,69,4930,353,10,42.87405857491838,3,UDP,34496,15626,47910,36.92868313406402,5.559430684639162,5.212001868409303,1,2,868,17
47303,3,10.0.0.29,10.0.0.18,248,37527,318,551,666,9,18.136095580429203,4,TCP,17207,4595,1673,5.319106285759498,4.481046051795705,16.8385017963313,1,8,891,20
47304,4,10.0.0.217,10.0.0.169,453,14012,168,4049,432,4,57.887440467455065,3,TCP,45225,45797,43642,15.85539456762,15.777729404043255,86.48171898002445,1,3,919,4
47305,7,10.0.0.157,10.0.0.20,80,21819,184,857,167,3,88.42439623413713,4,UDP,19007,45621,21406,37.39146753248745,3.9125989062070237,19.924935268253805,0,2,851,11
47306,3,10.0.0.101,10.0.0.5,294,32236,415,2139,570,10,83.73723584530013,2,ICMP,12200,6023,4577,47.82045324218169,6.298714573459868,29.61770501864682,1,8,735,3
47307,2,10.0.0.113,10.0.0.182,326,21767,178,673,659,4,45.46451364082664,4,ICMP,24162,23410,46171,32.42949622343363,46.89989127433557,89.00589873644644,1,5,590,4
47308,6,10.0.0.140,10.0.0.10,372,34312,125,2817,691,2,76.25708078056434,3,UDP,17807,1972,3391,10.188881394823085,31.411742292218868,70.02842592902924,0,10,210,5
47309,1,10.0.0.209,10.0.0.201,443,49961,355,3189,887,1,41.3972859181171,4,TCP,58067,49827,3038,16.77025304311116,2.027839823313775,55.170736797719684,1,1,562,5
47310,7,10.0.0.46,10.0.0.161,167,28076,165,503,789,6,51.1648208486979,4,UDP,42935,39670,44257,27.2259772707106,39.07764956975298,93.44762186422845,1,9,507,11
47311,4,10.0.0.183,10.0.0.74,138,16223,54,4686,331,7,28.26449267975781,4,UDP,42357,23086,11063,1.518069996289183,45.990932336350255,56.186568405808934,0,8,509,7
47312,3,10.0.0.23,10.0.0.155,412,30760,95,1957,213,2,72.43129638800632,2,UDP,48496,30973,19310,34.15767574679377,12.343540561197974,99.06528886438808,0,1,343,4
47313,1,10.0.0.143,10.0.0.163,448,48114,453,1413,579,1,5.540833356613401,3,ICMP,7169,1450,16063,49.4226641662336,18.682991129496315,36.8444998534345,1,1,994,1
47314,3,10.0.0.109,10.0.0.234,284,46359,318,424,205,2,82.01392265100161,1,UDP,2952,4071,35078,40.496363609453155,29.938181412696437,95.32081258537109,1,5,529,10
47315,4,10.0.0.236,10.0.0.63,480,24861,362,3699,667,3,80.57727048319384,2,UDP,21047,11791,16983,27.237623539206464,18.79654651225712,69.06392903184557,0,2,310,19
47316,1,10.0.0.42,10.0.0.117,247,11745,150,4606,308,6,72.99551683442465,2,ICMP,38425,19724,40843,38.39952913857847,40.11833976974135,97.92001205811859,1,0,866,2
47317,3,10.0.0.109,10.0.0.232,263,42324,270,4923,636,7,23.995292749726453,5,ICMP,20269,23319,5978,27.873431558110745,12.336944982355114,59.86593752804881,0,0,639,14
47318,3,10.0.0.83,10.0.0.26,240,39816,390,3443,256,1,38.59846138729933,4,ICMP,64233,1138,20029,44.02162846125796,40.88098717951397,28.06462225768917,0,8,498,14
47319,2,10.0.0.157,10.0.0.228,350,22969,205,4149,993,8,93.63883956492073,1,UDP,46928,31020,46799,35.31565541879372,38.88706371769043,67.39705873815063,1,3,326,3
47320,4,10.0.0.63,10.0.0.208,180,47080,149,2043,307,1,38.13738210155679,1,TCP,38579,47238,17735,43.35574071056176,23.89428620831414,97.35889955683814,0,2,649,8
47321,3,10.0.0.235,10.0.0.135,265,7697,494,4109,173,5,40.48157394776483,1,UDP,8147,21744,7547,43.652734382097286,8.27556254165139,20.308936131145124,1,6,789,2
47322,4,10.0.0.189,10.0.0.96,409,48457,321,968,733,10,3.6999836246239255,4,TCP,45852,44599,9383,37.515852374521465,9.766223063158483,98.5701068297118,1,10,652,12
47323,3,10.0.0.63,10.0.0.248,75,25549,64,308,967,7,5.581025282601535,5,ICMP,31719,14184,7971,20.742678473035486,2.7642434551622057,96.18394542856139,1,0,417,18
47324,10,10.0.0.16,10.0.0.50,159,25301,344,523,141,5,30.648226545761485,4,UDP,9895,19068,8343,42.81997428580899,41.24704118177097,41.79346364274826,1,10,697,16
47325,6,10.0.0.229,10.0.0.86,241,1998,393,747,420,3,83.41637706814352,2,TCP,37531,17808,3396,49.17351965331064,10.012767171982329,41.58041714468094,1,3,280,18
47326,10,10.0.0.174,10.0.0.51,377,26103,421,3643,137,1,43.6007662533586,1,TCP,24362,39562,25559,24.484717582628694,23.112605212712985,10.390726036467939,1,10,250,2
47327,7,10.0.0.15,10.0.0.175,289,24325,392,3526,881,4,77.59136919628834,1,ICMP,47796,39845,6379,40.700575881597864,42.48924761017061,5.516949242671323,0,2,544,16
47328,2,10.0.0.96,10.0.0.179,344,41751,280,2975,410,6,65.33867896928949,2,ICMP,6234,17062,37176,38.935695029467105,9.199518339121225,81.59665332428645,1,8,666,17
47329,6,10.0.0.254,10.0.0.200,281,32059,64,2900,195,1,31.24790484741433,4,UDP,17454,6806,37666,37.57802388466118,16.16982562990065,82.24019967310983,0,3,788,2
47330,7,10.0.0.200,10.0.0.249,231,46556,77,1707,215,4,4.691674712097687,5,TCP,16364,9521,22153,3.2805615693192047,48.44488788156454,49.52744489255643,1,8,195,1
47331,3,10.0.0.33,10.0.0.152,357,40297,344,4349,506,1,90.32050935917218,2,ICMP,11286,39114,6990,25.554718986510156,26.570727772493196,22.803473031977315,1,5,766,8
47332,3,10.0.0.175,10.0.0.226,89,45394,101,2949,848,8,89.30545985390903,2,UDP,43348,20406,46667,29.95966156370348,45.894473359155526,25.88735092610903,0,10,957,13
47333,9,10.0.0.244,10.0.0.40,127,35345,496,3829,547,10,58.631932777079356,3,UDP,38263,44226,47094,13.065873511381234,37.34291614414871,35.358324397203795,1,0,125,3
47334,4,10.0.0.138,10.0.0.93,244,40686,113,334,416,1,56.49933694326431,4,UDP,25334,13590,28247,39.05030922475355,12.356320236788381,26.84347371798355,0,8,435,6
47335,7,10.0.0.42,10.0.0.222,85,27780,477,2358,317,10,1.5555190049669454,3,ICMP,55110,16580,34573,26.664500229710214,28.674161531078894,83.3525036812406,0,4,368,11
